"MIC","DIA","lowerCens","upperCens"
0.03125,29,0,0
0.03125,29,0,0
0.03125,29,0,0
0.03125,29,0,0
0.03125,29,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,30,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,31,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,32,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,33,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,34,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,35,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,36,0,0
0.03125,37,0,0
0.03125,37,0,0
0.03125,37,0,0
0.03125,37,0,0
0.03125,38,0,0
0.03125,38,0,0
0.03125,38,0,0
0.015625,29,0,0
0.015625,30,0,0
0.015625,30,0,0
0.015625,30,0,0
0.015625,31,0,0
0.015625,31,0,0
0.015625,31,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,32,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,33,0,0
0.015625,34,0,0
0.015625,34,0,0
0.015625,34,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,35,0,0
0.015625,36,0,0
0.015625,37,0,0
0.015625,37,0,0
0.015625,38,0,0
0.0078125,35,0,0
0.001953125,31,0,0
